,date,avg_block_size,transactions,mining_revenue,accounts
1390,2019-10-22,0.959074254,341464,17496598.35,42782968
1391,2019-10-23,0.959074254,341464,17079475.39,42811391
1392,2019-10-24,0.959074254,341464,12594197.43,42835147
1393,2019-10-25,1.190200377,328598,13909079.27,42856213
1394,2019-10-26,1.190200377,328598,16769057.92,42903322
1395,2019-10-27,1.190200377,328598,13879519.95,42930326
1396,2019-10-28,1.200985948,309611,16254462.72,42951085
1397,2019-10-29,1.200985948,309611,15907595.39,42976277
1398,2019-10-30,1.200985948,309611,15935289.73,42996490
1399,2019-10-31,1.080918621,293779,15460313.8,43024639
1400,2019-11-01,1.080918621,293779,15476389.78,43052627
1401,2019-11-02,1.080918621,293779,16052149.36,43068083
1402,2019-11-03,0.969651877,294367,16402669.81,43090624
1403,2019-11-04,0.969651877,294367,15941423.77,43102547
1404,2019-11-05,0.969651877,294367,17451427.1,43119904
1405,2019-11-06,1.273832242,314698,15769410.01,43135749
1406,2019-11-07,1.273832242,314698,15970955.44,43171028
1407,2019-11-08,1.273832242,314698,14762408.04,43202655
1408,2019-11-09,1.062813049,306163,16111246.62,43218922
1409,2019-11-10,1.062813049,306163,18896479.03,43240445
1410,2019-11-11,1.062813049,306163,16881322.71,43255998
1411,2019-11-12,1.034111785,301382,14989182.4,43273188
1412,2019-11-13,1.034111785,301382,15067619.93,43290714
1413,2019-11-14,1.034111785,301382,18779474.74,43320443
1414,2019-11-15,1.113353424,325145,17351278.97,43340606
1415,2019-11-16,1.113353424,325145,15864379.2,43357065
1416,2019-11-17,1.113353424,325145,16582477.3,43389956
1417,2019-11-18,1.019047664,304671,14963381.52,43450925
1418,2019-11-19,1.019047664,304671,15599060.26,43482962
1419,2019-11-20,1.019047664,304671,14807093.07,43526674
1420,2019-11-21,1.214479803,323954,13715760.95,43565193
1421,2019-11-22,1.214479803,323954,12538677.98,43590972
1422,2019-11-23,1.214479803,323954,16178363.03,43653838
1423,2019-11-24,0.875593328,267368,11832812.58,43684144
1424,2019-11-25,0.875593328,267368,11205569.82,43703259
1425,2019-11-26,0.875593328,267368,11167150.57,43729404
1426,2019-11-27,1.185653101,317597,12848987.49,43757758
1427,2019-11-28,1.185653101,317597,15917751.91,43781467
1428,2019-11-29,1.185653101,317597,14142605.49,43814072
1429,2019-11-30,1.070562587,277458,12281980.57,43847203
1430,2019-12-01,1.070562587,277458,12925726.37,43868014
1431,2019-12-02,1.070562587,277458,13446041.66,43885036
1432,2019-12-03,0.961583019,336512,14637722.11,43916129
1433,2019-12-04,0.961583019,336512,15591131.4,43952690
1434,2019-12-05,0.961583019,336512,13451289.42,43977136
1435,2019-12-06,1.059103821,315386,13603961.75,44007637
1436,2019-12-07,1.059103821,315386,15286888.49,44035399
1437,2019-12-08,1.059103821,315386,13969510.4,44063902
1438,2019-12-09,1.089033696,313629,13970881.97,44083089
1439,2019-12-10,1.089033696,313629,13646564.11,44110383
1440,2019-12-11,1.089033696,313629,12062018.83,44172639
1441,2019-12-12,1.095938008,311795,12076200.2,44207970
1442,2019-12-13,1.095938008,311795,14060284.47,44251187
1443,2019-12-14,1.095938008,311795,13824044.96,44281785
1444,2019-12-15,1.12013029,263441,11126047.87,44309907
1445,2019-12-16,1.12013029,263441,14132643.71,44346912
1446,2019-12-17,1.12013029,263441,12121833.95,44374719
1447,2019-12-18,1.152717164,314249,11695182.78,44374719
1448,2019-12-19,1.152717164,314249,14591652.02,44374719
1449,2019-12-20,1.152717164,314249,14124384.46,44374719
1450,2019-12-21,0.756153597,311118,15844785.32,44374719
1451,2019-12-22,0.756153597,311118,15337832.97,44374719
1452,2019-12-23,0.756153597,311118,13758030.76,44374719
1453,2019-12-24,1.111658016,290436,11525831.91,44374719
1454,2019-12-25,1.111658016,290436,11634910.29,44374719
1455,2019-12-26,1.111658016,290436,15752637.61,44374719
1456,2019-12-27,1.017240097,322204,13514433.19,44374719
1457,2019-12-28,1.017240097,322204,13698700.74,44374719
1458,2019-12-29,1.017240097,322204,14317659.02,44374719
1459,2019-12-30,0.944622572,324497,15446347.04,44374719
1460,2019-12-31,0.944622572,324497,13152944.22,44374719
1461,2020-01-01,0.944622572,324497,15907075.79,44374719
1462,2020-01-02,1.012365064,295567,12576131.22,44729012
1463,2020-01-03,1.012365064,295567,15705586.47,44729012
1464,2020-01-04,1.012365064,295567,15650931.39,44729012
1465,2020-01-05,0.790838368,287779,15404396.62,44729012
1466,2020-01-06,0.790838368,287779,13051403.08,44729012
1467,2020-01-07,0.790838368,287779,17646229.3,44729012
1468,2020-01-08,1.063490894,318019,14890476.72,44729012
1469,2020-01-09,1.063490894,318019,15730239.71,44729012
1470,2020-01-10,1.063490894,318019,15541380.57,44729012
1471,2020-01-11,0.843840724,309070,16893865.39,44729012
1472,2020-01-12,0.843840724,309070,15625350.67,44729012
1473,2020-01-13,0.843840724,309070,14633330.08,44729012
1474,2020-01-14,1.21966529,346953,15748081.37,44729012
1475,2020-01-15,1.21966529,346953,16792710.07,44729012
1476,2020-01-16,1.21966529,346953,17478168.64,44729012
1477,2020-01-17,0.968857566,323992,17783148.02,44729012
1478,2020-01-18,0.968857566,323992,14834325.08,44729012
1479,2020-01-19,0.968857566,323992,16961771.12,44729012
1480,2020-01-20,0.991580941,313661,16034934.29,44729012
1481,2020-01-21,0.991580941,313661,16708344.24,44729012
1482,2020-01-22,0.991580941,313661,17310387.59,44729012
1483,2020-01-23,1.039634667,329918,17169132.32,45274690
1484,2020-01-24,1.039634667,329918,16478219.05,45286088
1485,2020-01-25,1.039634667,329918,17146239.27,45304737
1486,2020-01-26,0.825554923,261247,15373871.85,45330479
1487,2020-01-27,0.825554923,261247,14226813.87,45348505
1488,2020-01-28,0.825554923,261247,16242549.01,45373370
1489,2020-01-29,1.004575063,340562,18887556.28,45404175
1490,2020-01-30,1.004575063,340562,18922276.39,45424562
1491,2020-01-31,1.004575063,340562,17040641.86,45458408
1492,2020-02-01,0.962483086,303724,17858163.32,45491346
1493,2020-02-02,0.962483086,303724,16944231.59,45529607
1494,2020-02-03,0.962483086,303724,17467129.75,45560812
1495,2020-02-04,1.194789614,309190,15415016.36,45590196
1496,2020-02-05,1.194789614,309190,17105098.6,45658934
1497,2020-02-06,1.194789614,309190,17105098.6,45681753
1498,2020-02-07,1.28319559,334938,17296713.61,45703607
1499,2020-02-08,1.28319559,334938,17511947.95,45732531
1500,2020-02-09,1.28319559,334938,19747647.26,45753093
1501,2020-02-10,1.199867254,298104,15671545.12,45774631
1502,2020-02-11,1.199867254,298104,19051941.21,45799382
1503,2020-02-12,1.199867254,298104,18763378.49,45829649
1504,2020-02-13,1.229481901,340081,18474198.44,45850590
1505,2020-02-14,1.229481901,340081,17892676.33,45871353
1506,2020-02-15,1.229481901,340081,18294966.94,45899884
1507,2020-02-16,0.93476688,292236,17801511.08,45923950
1508,2020-02-17,0.93476688,292236,19823862.2,45941918
1509,2020-02-18,0.93476688,292236,19007001.53,45966449
1510,2020-02-19,1.166272348,334805,18406770.34,45996296
1511,2020-02-20,1.166272348,334805,15368284.87,46016535
1512,2020-02-21,1.166272348,334805,18886942.69,46040247
1513,2020-02-22,0.94437023,304597,18051502.97,46066015
1514,2020-02-23,0.94437023,304597,17684305.82,46084962
1515,2020-02-24,0.94437023,304597,17377835.22,46102424
1516,2020-02-25,1.064563583,334593,17822599.43,46121612
1517,2020-02-26,1.064563583,334593,15629013.68,46150155
1518,2020-02-27,1.064563583,334593,16401715.33,46168931
1519,2020-02-28,1.082665158,368590,17412081.06,46216363
1520,2020-02-29,1.082665158,368590,16697791.75,46239081
1521,2020-03-01,1.082665158,368590,16697791.75,46258265
1522,2020-03-02,1.116271678,342821,16697791.75,46278908
1523,2020-03-03,1.116271678,342821,17037037.23,46296766
1524,2020-03-04,1.116271678,342821,18948989.97,46319069
1525,2020-03-05,0.999121178,349529,18562608.98,46341874
1526,2020-03-06,0.999121178,349529,18084440.76,46361499
1527,2020-03-07,0.999121178,349529,18200369.58,46389789
1528,2020-03-08,0.869396677,302694,17385259.26,46408736
1529,2020-03-09,0.869396677,302694,15003719.04,46425733
1530,2020-03-10,0.869396677,302694,13309094.53,46449125
1531,2020-03-11,1.20830879,287492,11906436.35,46467186
1532,2020-03-12,1.20830879,287492,13544827.88,46489183
1533,2020-03-13,1.20830879,287492,8634486.982,46510669
1534,2020-03-14,1.274480383,279828,8986521.226,46547238
1535,2020-03-15,1.274480383,279828,8103100.664,46571921
1536,2020-03-16,1.274480383,279828,7889846.941,46597964
1537,2020-03-17,1.231597098,278326,8477516.575,46627376
1538,2020-03-18,1.231597098,278326,6941254.719,46656942
1539,2020-03-19,1.231597098,278326,7981376.242,46679512
1540,2020-03-20,1.264478073,284594,9446456.658,46709264
1541,2020-03-21,1.264478073,284594,9873966.128,46734135
1542,2020-03-22,1.264478073,284594,9996191.207,46807621
1543,2020-03-23,1.160538375,259816,8912695.388,46843686
1544,2020-03-24,1.160538375,259816,11290318.11,46871598
1545,2020-03-25,1.160538375,259816,8111093.565,46901387
1546,2020-03-26,1.135452525,292828,13691118.21,46941859
1547,2020-03-27,1.135452525,292828,13411241.26,46972251
1548,2020-03-28,1.135452525,292828,10989618.93,46999239
1549,2020-03-29,0.769856338,232820,11822813.29,47036615
1550,2020-03-30,0.769856338,232820,11637863.38,47065538
1551,2020-03-31,0.769856338,232820,13165642.83,47092868
1552,2020-04-01,1.11369449,281855,12386579.19,47119552
1553,2020-04-02,1.11369449,281855,13018917.41,47159951
1554,2020-04-03,1.11369449,281855,11436511.55,47189425
1555,2020-04-04,1.077272732,253274,13560678,47229273
1556,2020-04-05,1.077272732,253274,14957634.88,47256074
1557,2020-04-06,1.077272732,253274,11485342.68,47286940
1558,2020-04-07,1.137403304,312770,15735459.96,47331823
1559,2020-04-08,1.137403304,312770,13302461.42,47363453
1560,2020-04-09,1.137403304,312770,14241012.63,47401049
1561,2020-04-10,0.900077294,288585,14368680.59,47442611
1562,2020-04-11,0.900077294,288585,13917060.69,47473019
1563,2020-04-12,0.900077294,288585,13349664.71,47507377
1564,2020-04-13,0.929310292,288113,14683700.73,47536373
1565,2020-04-14,0.929310292,288113,14587959.14,47608982
1566,2020-04-15,0.929310292,288113,14558871.74,47644205
1567,2020-04-16,1.111490403,322903,13495677.83,47671079
1568,2020-04-17,1.111490403,322903,11584618.69,47706353
1569,2020-04-18,1.111490403,322903,14261973.78,47740271
1570,2020-04-19,0.97585277,251984,13731416.21,47766528
1571,2020-04-20,0.97585277,251984,14513595.73,47802950
1572,2020-04-21,0.97585277,251984,13280755.5,47840252
1573,2020-04-22,1.031391221,278755,11597010.06,47870493
1574,2020-04-23,1.031391221,278755,13203833.92,47901459
1575,2020-04-24,1.031391221,278755,14000287.8,47940056
1576,2020-04-25,1.239612485,280805,13029925.92,47967451
1577,2020-04-26,1.239612485,280805,13360910.33,47999969
1578,2020-04-27,1.239612485,280805,13997087.9,48039229
1579,2020-04-28,1.215701039,323475,15084394.04,48066177
1580,2020-04-29,1.215701039,323475,15737371.44,48099499
1581,2020-04-30,1.215701039,323475,16397343.77,48126954
1582,2020-05-01,1.250539879,340574,17578400.01,48177765
1583,2020-05-02,1.250539879,340574,17019209.54,48213850
1584,2020-05-03,1.250539879,340574,19630255.34,48247908
1585,2020-05-04,1.086099006,326098,17898623.63,48289629
1586,2020-05-05,1.086099006,326098,18282730.76,48321491
1587,2020-05-06,1.086099006,326098,20611754.96,48359316
1588,2020-05-07,1.31399202,341986,18246780.7,48450323
1589,2020-05-08,1.31399202,341986,18271845.62,48501845
1590,2020-05-09,1.31399202,341986,17375844,48579034
1591,2020-05-10,1.246688794,286789,19252835.58,48643060
1592,2020-05-11,1.246688794,286789,17168436.34,48711408
1593,2020-05-12,1.246688794,286789,8950520.334,48785147
1594,2020-05-13,1.296750555,296796,7822621.054,48827911
1595,2020-05-14,1.296750555,296796,8245134.851,48863513
1596,2020-05-15,1.296750555,296796,8969982.477,48912156
1597,2020-05-16,1.262686357,296555,8429266.327,48985559
1598,2020-05-17,1.262686357,296555,7112392.242,49024388
1599,2020-05-18,1.262686357,296555,9800851.106,49056958
1600,2020-05-19,1.333283061,274897,8879553.758,49098935
1601,2020-05-20,1.333283061,274897,8810740.963,49145062
1602,2020-05-21,1.333283061,274897,9450405.201,49187869
1603,2020-05-22,1.297051252,278784,7770388.924,49227101
1604,2020-05-23,1.297051252,278784,7843058.63,49277711
1605,2020-05-24,1.297051252,278784,7286826.339,49309268
1606,2020-05-25,1.2793314,265875,7689659.793,49345089
1607,2020-05-26,1.2793314,265875,7687822.768,49392069
1608,2020-05-27,1.2793314,265875,9241012.007,49435577
1609,2020-05-28,1.281801489,299910,8457127.388,49466600
1610,2020-05-29,1.281801489,299910,8526743.19,49494360
1611,2020-05-30,1.281801489,299910,9913195.966,49560457
1612,2020-05-31,1.05190532,258427,9542417.459,49584938
1613,2020-06-01,1.05190532,258427,8910754.391,49612974
1614,2020-06-02,1.05190532,258427,8941264.807,49649510
1615,2020-06-03,1.282827432,314000,9081230.369,49681375
1616,2020-06-04,1.282827432,314000,9764314.2,49709097
1617,2020-06-05,1.282827432,314000,11573082.69,49741292
1618,2020-06-06,0.793185082,284873,12477168.4,49777553
1619,2020-06-07,0.793185082,284873,9821022.765,49816588
1620,2020-06-08,0.793185082,284873,10379765.62,49841267
1621,2020-06-09,1.176594881,327074,10182263.04,49875848
1622,2020-06-10,1.176594881,327074,10401186.39,49902586
1623,2020-06-11,1.176594881,327074,11473619.15,49943688
1624,2020-06-12,1.355473221,318274,9866334.581,49977636
1625,2020-06-13,1.355473221,318274,9622452.784,50005986
1626,2020-06-14,1.355473221,318274,10380781.54,50051913
1627,2020-06-15,1.129341761,294468,8280410.6,50074411
1628,2020-06-16,1.129341761,294468,9617963.21,50108480
1629,2020-06-17,1.129341761,294468,8709273.108,50138247
1630,2020-06-18,1.249730742,283897,7714420.955,50183707
1631,2020-06-19,1.249730742,283897,8736099.478,50229741
1632,2020-06-20,1.249730742,283897,8238014.002,50254772
1633,2020-06-21,0.981158459,259440,9006615.206,50285579
1634,2020-06-22,0.981158459,259440,8923565.201,50374707
1635,2020-06-23,0.981158459,259440,9964641.895,50415711
1636,2020-06-24,1.288159849,312321,8594577.459,50450420
1637,2020-06-25,1.288159849,312321,8504016.548,50493134
1638,2020-06-26,1.288159849,312321,9950436.658,50528385
1639,2020-06-27,1.105369536,275489,8059992.059,50558970
1640,2020-06-28,1.105369536,275489,8666896.613,50586619
1641,2020-06-29,1.105369536,275489,8562734.803,50632538
1642,2020-06-30,1.189839531,299733,8801310.462,50674320
1643,2020-07-01,1.189839531,299733,10124055.94,50707086
1644,2020-07-02,1.189839531,299733,9907317.704,50760420
1645,2020-07-03,1.198966086,331009,9873738.207,50790551
1646,2020-07-04,1.198966086,331009,9203934.106,50819572
1647,2020-07-05,1.198966086,331009,9453537.181,50849128
1648,2020-07-06,1.227644104,338767,9573702.526,50888757
1649,2020-07-07,1.227644104,338767,9827305.846,50922841
1650,2020-07-08,1.227644104,338767,9269106.007,50956444
1651,2020-07-09,1.267096006,362718,10324012.45,50999025
1652,2020-07-10,1.267096006,362718,9821730.664,51033047
1653,2020-07-11,1.267096006,362718,9308390.998,51072983
1654,2020-07-12,0.979820947,282364,9012154.571,51106037
1655,2020-07-13,0.979820947,282364,8910800.363,51154030
1656,2020-07-14,0.979820947,282364,9003009.805,51191262
1657,2020-07-15,1.313624087,316064,8552242.709,51275890
1658,2020-07-16,1.313624087,316064,8476261.345,51317072
1659,2020-07-17,1.313624087,316064,7439212.406,51353381
1660,2020-07-18,1.276202185,311022,8257260.544,51390785
1661,2020-07-19,1.276202185,311022,8030628.817,51438971
1662,2020-07-20,1.276202185,311022,8809861.149,51467910
1663,2020-07-21,1.290345384,312871,8215338.734,51504055
1664,2020-07-22,1.290345384,312871,9764974.368,51559155
1665,2020-07-23,1.290345384,312871,9402091.579,51592769
1666,2020-07-24,1.314238963,369432,10810915.04,51642949
1667,2020-07-25,1.314238963,369432,9515131.312,51682492
1668,2020-07-26,1.314238963,369432,10587041.6,51744520
1669,2020-07-27,1.28513553,326769,11099308.3,51784631
1670,2020-07-28,1.28513553,326769,12037341.11,51821582
1671,2020-07-29,1.28513553,326769,12189404.75,51894605
1672,2020-07-30,1.287137022,327789,11301864.7,51933930
1673,2020-07-31,1.287137022,327789,12639960.42,51974441
1674,2020-08-01,1.287137022,327789,11439834.23,52016198
1675,2020-08-02,1.353125277,287869,11205874.85,52056004
1676,2020-08-03,1.353125277,287869,12873862.58,52092347
1677,2020-08-04,1.353125277,287869,11438679.08,52129050
1678,2020-08-05,1.267972853,291814,10806917.39,52179995
1679,2020-08-06,1.267972853,291814,13771270.44,52203973
1680,2020-08-07,1.267972853,291814,12898632.94,52272414
1681,2020-08-08,1.327259739,283631,11292366.65,52313081
1682,2020-08-09,1.327259739,283631,12105371.36,52349422
1683,2020-08-10,1.327259739,283631,11774383.19,52379036
1684,2020-08-11,1.285126143,349952,12966824.45,52419945
1685,2020-08-12,1.285126143,349952,12684820.61,52458602
1686,2020-08-13,1.285126143,349952,11879252.3,52494126
1687,2020-08-14,1.264694557,365679,13709961.99,52540394
1688,2020-08-15,1.264694557,365679,12537672.54,52580626
1689,2020-08-16,1.264694557,365679,12130221.32,52613749
1690,2020-08-17,1.268331056,292944,10390360.22,52664855
1691,2020-08-18,1.268331056,292944,12747409.95,52691679
1692,2020-08-19,1.268331056,292944,11920459.63,52723143
1693,2020-08-20,1.265249952,333683,12309250.39,52761769
1694,2020-08-21,1.265249952,333683,12988330.81,52802179
1695,2020-08-22,1.265249952,333683,11060458.29,52832604
1696,2020-08-23,1.251878968,288728,12250514.72,52866757
1697,2020-08-24,1.251878968,288728,11845489.15,52905086
1698,2020-08-25,1.251878968,288728,10414543.57,52932566
1699,2020-08-26,1.302465423,324184,11345447.78,52969897
1700,2020-08-27,1.302465423,324184,10690122.01,52996752
1701,2020-08-28,1.302465423,324184,13003916.08,53033100
1702,2020-08-29,1.328303404,292783,11257775.01,53064150
1703,2020-08-30,1.328303404,292783,9959939.365,53125885
1704,2020-08-31,1.328303404,292783,12191565.47,53156377
1705,2020-09-01,1.273975422,376508,12943722.05,53185834
1706,2020-09-02,1.273975422,376508,12071209.2,53215210
1707,2020-09-03,1.273975422,376508,10387319.33,53256853
1708,2020-09-04,1.300009081,298286,10521917.64,53290770
1709,2020-09-05,1.300009081,298286,10426131.58,53320829
1710,2020-09-06,1.300009081,298286,10418304.67,53356274
1711,2020-09-07,1.280486143,327662,12203310.68,53384436
1712,2020-09-08,1.280486143,327662,10676168.87,53405701
1713,2020-09-09,1.280486143,327662,10385265.13,53431626
1714,2020-09-10,1.333325968,345981,11342158.76,53473965
1715,2020-09-11,1.333325968,345981,9984827.137,53504279
1716,2020-09-12,1.333325968,345981,11755971.41,53528534
1717,2020-09-13,0.938489469,255110,11038733.64,53575212
1718,2020-09-14,0.938489469,255110,12485219.77,53602438
1719,2020-09-15,0.938489469,255110,11329376.27,53634790
1720,2020-09-16,1.309139768,342609,11397006.21,53662339
1721,2020-09-17,1.309139768,342609,12881875.6,53703778
1722,2020-09-18,1.309139768,342609,12027086.74,53738743
1723,2020-09-19,1.249747779,296357,10777756.11,53775172
1724,2020-09-20,1.249747779,296357,10041684.8,53816768
1725,2020-09-21,1.249747779,296357,10351909.52,53848460
1726,2020-09-22,1.286297791,312989,9208013.415,53933673
1727,2020-09-23,1.286297791,312989,10252434.96,53969300
1728,2020-09-24,1.286297791,312989,9928235.839,54003620
1729,2020-09-25,1.348089142,353070,12502201.35,54042376
1730,2020-09-26,1.348089142,353070,10759364.73,54070881
1731,2020-09-27,1.348089142,353070,10713359.14,54103040
1732,2020-09-28,1.244179667,295476,9531618.971,54148169
1733,2020-09-29,1.244179667,295476,10337349.26,54176009
1734,2020-09-30,1.244179667,295476,11484361.34,54216169
1735,2020-10-01,1.300792403,304757,9416443.243,54253128
1736,2020-10-02,1.300792403,304757,10232863.85,54309711
1737,2020-10-03,1.300792403,304757,10855303.17,54342007
1738,2020-10-04,1.219977316,268019,11055916.22,54368858
1739,2020-10-05,1.219977316,268019,10710768.43,54407145
1740,2020-10-06,1.219977316,268019,10054284.61,54447673
1741,2020-10-07,1.278854629,370554,11193916.29,54483954
1742,2020-10-08,1.278854629,370554,12084850.91,54516464
1743,2020-10-09,1.278854629,370554,10965183.36,54559430
1744,2020-10-10,1.298188839,298486,11127194.86,54597777
1745,2020-10-11,1.298188839,298486,10659930.88,54646160
1746,2020-10-12,1.298188839,298486,11515021.1,54701746
1747,2020-10-13,1.257751488,333215,12872175.63,54746017
1748,2020-10-14,1.257751488,333215,11605343.5,54800335
1749,2020-10-15,1.257751488,333215,11814116.19,54918190
1750,2020-10-16,1.21563509,324647,11742282.09,54965359
1751,2020-10-17,1.21563509,324647,11674223.52,55000664
1752,2020-10-18,1.21563509,324647,8982105.737,55041177
1753,2020-10-19,1.27557052,303929,9776921.355,55079394
1754,2020-10-20,1.27557052,303929,11710523.41,55115853
1755,2020-10-21,1.27557052,303929,11562043.14,55148171
1756,2020-10-22,1.283932423,339087,13585268.79,55208001
1757,2020-10-23,1.283932423,339087,12640081.1,55247020
1758,2020-10-24,1.283932423,339087,13768787.57,55291812
1759,2020-10-25,1.373567197,242273,10397996.38,55352545
1760,2020-10-26,1.373567197,242273,10435984.48,55386127
1761,2020-10-27,1.373567197,242273,10871089.34,55432223
1762,2020-10-28,1.28783919,261340,11446509.26,55500633
1763,2020-10-29,1.28783919,261340,12458484.39,55535852
1764,2020-10-30,1.28783919,261340,12828892.04,55578714
1765,2020-10-31,1.279690805,275796,13341986.85,55613964
1766,2020-11-01,1.279690805,275796,13377441.18,55663355
1767,2020-11-02,1.279690805,275796,10902576.26,55693622
1768,2020-11-03,1.282563386,331673,15826226.37,55731554
1769,2020-11-04,1.282563386,331673,16641138.13,55774251
1770,2020-11-05,1.282563386,331673,20893224.44,55806696
1771,2020-11-06,1.272637765,340351,18889243.16,55889516
1772,2020-11-07,1.272637765,340351,16132958.56,56146234
1773,2020-11-08,1.272637765,340351,15148276.02,56369296
1774,2020-11-09,1.370687778,326383,20216887.39,56596388
1775,2020-11-10,1.370687778,326383,16459647.09,56822220
1776,2020-11-11,1.370687778,326383,16020485.03,57020742
1777,2020-11-12,1.247600381,324855,17804675.56,57265035
1778,2020-11-13,1.247600381,324855,16032046.44,57461403
1779,2020-11-14,1.247600381,324855,15597257.88,57646148
1780,2020-11-15,1.20522652,252715,15662707.44,57816053
1781,2020-11-16,1.20522652,252715,17711414.83,58147334
1782,2020-11-17,1.20522652,252715,18324640,58263296
1783,2020-11-18,1.262037065,362007,21194109.32,58364033
1784,2020-11-19,1.262037065,362007,16988027.06,58542325
1785,2020-11-20,1.262037065,362007,20641618.89,58689767
1786,2020-11-21,1.15017216,311189,20655875.92,58824990
1787,2020-11-22,1.15017216,311189,20906345.74,59048695
1788,2020-11-23,1.15017216,311189,18011288.39,59186465
1789,2020-11-24,1.271609338,333293,17683648.93,59308600
1790,2020-11-25,1.271609338,333293,20363512.96,59454166
1791,2020-11-26,1.271609338,333293,18340061.79,59657223
1792,2020-11-27,1.285159448,322445,17988301.56,59805503
1793,2020-11-28,1.285159448,322445,17630656.51,59940448
1794,2020-11-29,1.285159448,322445,18023228.16,60040111
1795,2020-11-30,1.31850177,256551,14684437.14,60237279
1796,2020-12-01,1.31850177,256551,21143567.33,60357819
1797,2020-12-02,1.31850177,256551,18291019.91,60467342
1798,2020-12-03,1.310205045,346921,21762338.79,60541444
1799,2020-12-04,1.310205045,346921,19296507.66,60610991
1800,2020-12-05,1.310205045,346921,18632287.72,60674403
1801,2020-12-06,1.348579647,258624,17217876.55,60776188
1802,2020-12-07,1.348579647,258624,19343628.02,60858512
1803,2020-12-08,1.348579647,258624,18941288.64,60922790
1804,2020-12-09,1.275817914,321079,17187411.94,61016753
1805,2020-12-10,1.275817914,321079,16448918.98,61127988
1806,2020-12-11,1.275817914,321079,16978667.13,61225661
1807,2020-12-12,1.296116386,295410,16396977.02,61332291
1808,2020-12-13,1.296116386,295410,19661607.52,61461401
1809,2020-12-14,1.296116386,295410,18516458.63,61536828
1810,2020-12-15,1.292509964,320440,18584575.84,61613894
1811,2020-12-16,1.292509964,320440,19816346.53,61753381
1812,2020-12-17,1.292509964,320440,22338873.25,61840368
1813,2020-12-18,1.271535987,375549,27241477.88,61942502
1814,2020-12-19,1.271535987,375549,25884376.31,62047818
1815,2020-12-20,1.271535987,375549,24027162.61,62176235
1816,2020-12-21,1.3453685,269834,23298120.99,62272252
1817,2020-12-22,1.3453685,269834,23995220.12,62354757
1818,2020-12-23,1.3453685,269834,26038110.23,62567166
1819,2020-12-24,1.270105952,269559,20751169.5,62651498
1820,2020-12-25,1.270105952,269559,23792132.99,62753715
1821,2020-12-26,1.270105952,269559,23722327.94,62874240
1822,2020-12-27,1.30395973,309005,27533619.89,62962878
1823,2020-12-28,1.30395973,309005,29968235.31,63057974
1824,2020-12-29,1.30395973,309005,28221057.09,63199039
1825,2020-12-30,1.25657489,338258,33896444.42,63288279
1826,2020-12-31,1.25657489,338258,33284139.09,63383554
1827,2021-01-01,1.25657489,338258,29068047.03,63444806
