,date,btc_high,btc_close,btc_volume,btc_market_cap,bch_avg_block_size,bch_transactions,bch_mining_revenue,bch_accounts,sp_close,dj_close,google_trends_bitcoin
0,01-01-2016,0.002097333,0.00241308,0.00010475,0.001910622,0.11391297,0.135315093,0.010140085,0,0.097369473,0.118079391,0
1,02-01-2016,0.002091038,0.002382193,2.13E-05,0.001888589,0.141664,0.045235396,0.014045838,0.004998974,0.097369473,0.118079391,0
2,03-01-2016,0.00201169,0.002264061,0.000150008,0.001796156,0.141664,0.045235396,0.012767691,0.004998974,0.097369473,0.118079391,0
3,04-01-2016,0.002038173,0.002370232,0.000134409,0.001885486,0.141664,0.045235396,0.018552896,0.004998974,0.083643402,0.099607261,0
4,05-01-2016,0.002026711,0.002331245,8.11E-05,0.001857142,0.20874071,0.154784323,0.016885574,0.004998974,0.059164811,0.100257589,0
5,06-01-2016,0.001947123,0.002232831,7.46E-05,0.001780452,0.20874071,0.154784323,0.010334223,0.004998974,0.04823585,0.083387193,0
6,07-01-2016,0.002867888,0.003230527,0.000796568,0.002589578,0.20874071,0.154784323,0.013612618,0.004998974,0.049086918,0.057132534,0
7,08-01-2016,0.003010503,0.003064446,0.000384185,0.002458999,0.145887038,0.151616137,0.02407728,0.004998974,0.056876268,0.045915712,0
8,09-01-2016,0.002726712,0.002870752,5.08E-05,0.002305563,0.145887038,0.151616137,0.016552453,0.004998974,0.056876268,0.045915712,0
9,10-01-2016,0.002510087,0.002883851,0.000100932,0.002319759,0.145887038,0.151616137,0.018592754,0.004998974,0.056876268,0.045915712,0
10,11-01-2016,0.002590598,0.002898915,0.000161018,0.002335468,0.224529449,0.183787692,0.02326079,0.004998974,0.031759376,0.049402862,0
11,12-01-2016,0.002505742,0.002459822,0.001174896,0.001983703,0.224529449,0.183787692,0.019960602,0.004998974,0.04813725,0.057274376,0
12,13-01-2016,0.002061064,0.002345413,0.001961114,0.001894083,0.224529449,0.183787692,0.013783485,0.004998974,0.026595883,0.032866328,0
13,14-01-2016,0.001997353,0.00227423,0.000208173,0.001839095,0.291768497,0.157449675,0.010529803,0.004998974,0.027114827,0.048096853,0
14,15-01-2016,0.001892343,0,0.001684068,0,0.291768497,0.157449675,0.00536745,0.004998974,0.015698058,0.02193854,0
15,16-01-2016,0.000534017,0.000799902,0.001238907,0.000650253,0.291768497,0.157449675,0.006939878,0.004998974,0.015698058,0.02193854,0
16,17-01-2016,0.000547976,0.000619377,0.00022671,0.000506712,0.330152952,0.226288719,0.011249773,0.004998974,0.015698058,0.02193854,0.010204082
17,18-01-2016,0.000450083,0.000787216,0.000349258,0.000645799,0.330152952,0.226288719,0.014597392,0.004998974,0.015698058,0.02193854,0.010204082
18,19-01-2016,0.000437287,0.000545263,0.000246948,0.000452051,0.330152952,0.226288719,0.009342576,0.004998974,0.020711057,0.023807899,0.010204082
19,20-01-2016,0.001721671,0.0019269,0.001257361,0.001574894,0.446961436,0.242533892,0.013053638,0.004998974,0.040384226,0.007129524,0.010204082
20,21-01-2016,0.001639894,0.001583291,0.000537231,0.001298897,0.446961436,0.242533892,0.008559807,0.004998974,0.024909315,0.014886627,0.010204082
21,22-01-2016,0.001213316,0.00062603,0.000850318,0.000525741,0.446961436,0.242533892,0.012876128,0.004998974,0.038687279,0.02899246,0.010204082
22,23-01-2016,0.000670403,0.00079835,0.000374127,0.000668748,0.132752015,0.181171637,0.016738927,0.004998974,0.038687279,0.02899246,0.010204082
23,24-01-2016,0.0010448,0.001331963,0.000354936,0.001104873,0.132752015,0.181171637,0.014491135,0.004998974,0.038687279,0.02899246,0
24,25-01-2016,0.000936402,0.000944336,0.000412102,0.000793234,0.132752015,0.181171637,0.014424307,0.011108514,0.027955516,0.015056569,0
25,26-01-2016,0.000780683,0.000959055,0.000399753,0.000808086,0.317945262,0.313035905,0.014735091,0.011108514,0.033357724,0.033924784,0
26,27-01-2016,0.000749101,0.001056228,0.000255104,0.000889811,0.317945262,0.313035905,0.0114767,0.011108514,0.057685821,0.019020092,0
27,28-01-2016,0.000703217,0.00055009,0.000414604,0.000481239,0.317945262,0.313035905,0.009505149,0.011108514,0.057239529,0.027395409,0
28,29-01-2016,0.000322627,0.000521996,0.000777184,0.000461397,0.257634039,0.292892942,0.015550495,0.011108514,0.038375913,0.053934419,0
29,30-01-2016,0.000204169,0.000479976,2.39E-05,0.000430519,0.257634039,0.292892942,0.014400961,0.011108514,0.038375913,0.053934419,0
30,31-01-2016,0.000184665,0.000152914,0.000126541,0.000167723,0.257634039,0.292892942,0.014557022,0.011108514,0.038375913,0.053934419,0
31,01-02-2016,0.000106823,0.00030076,0.000312198,0.000290746,0.354917991,0.286333087,0.01294249,0.011108514,0.043305881,0.052788985,0
32,02-02-2016,3.19E-05,0.000348744,0.000160056,0.000332893,0.354917991,0.286333087,0.011771121,0.011108514,0.044821198,0.033008838,0
33,03-02-2016,0,0.000193659,0.00023499,0.000209754,0.354917991,0.286333087,0.013064395,0.011108514,0.026450578,0.0452607,0
34,04-02-2016,0.000569978,0.000870843,0.000550013,0.000763951,0.226092756,0.214894421,0.015908166,0.011108514,0.012641477,0.050607843,0
