,date,btc_high,btc_close,btc_volume,btc_market_cap,bch_avg_block_size,bch_transactions,bch_mining_revenue,bch_accounts,sp_close,dj_close,google_trends_bitcoin
0,2016-01-01,0.00209733345545611,0.0024130800893337606,0.00010474952739539332,0.0019106291398967266,0.11391296990689875,0.13531509325445734,0.010140085311673153,0.0,0.09736947259715933,0.11807939088603847,0.0
1,2016-01-02,0.002091037946873311,0.002382193080303163,2.134948319436813e-05,0.0018885957873650081,0.14166400011535824,0.045235395612521545,0.014045837744769446,0.004998974368301393,0.09736947259715933,0.11807939088603847,0.0
2,2016-01-03,0.002011689906280943,0.0022640606032964857,0.00015000757185943086,0.0017961624283542449,0.14166400011535824,0.045235395612521545,0.012767691179518436,0.004998974368301393,0.09736947259715933,0.11807939088603847,0.0
3,2016-01-04,0.0020381730156935063,0.002370232134344884,0.00013440893201509371,0.001885492852223591,0.14166400011535824,0.045235395612521545,0.01855289600450425,0.004998974368301393,0.08364340240478685,0.09960726065982861,0.0
4,2016-01-05,0.002026710783331432,0.0023312449270800426,8.105680824066768e-05,0.0018571487494031154,0.20874071010128697,0.1547843233916687,0.016885574120132744,0.004998974368301393,0.0591648114416784,0.10025758883469482,0.0
5,2016-01-06,0.0019471225737939628,0.0022328306517832193,7.458019577913843e-05,0.0017804588380175238,0.20874071010128697,0.1547843233916687,0.01033422274832059,0.004998974368301393,0.04823584969304462,0.08338719281695117,0.0
6,2016-01-07,0.002867888370161026,0.0032305270285882016,0.0007965680232261413,0.0025895878433360806,0.20874071010128697,0.1547843233916687,0.013612617932952549,0.004998974368301393,0.04908691793937703,0.0571325344734146,0.0
7,2016-01-08,0.0030105026647373537,0.0030644455757856265,0.00038418547446759216,0.00245900841729744,0.1458870375772065,0.151616136718429,0.02407728010905681,0.004998974368301393,0.05687626816952862,0.04591571158079244,0.0
8,2016-01-09,0.002726711944760131,0.002870751908386369,5.077685754050409e-05,0.002305571619861734,0.1458870375772065,0.151616136718429,0.016552452606206074,0.004998974368301393,0.05687626816952862,0.04591571158079244,0.0
9,2016-01-10,0.002510086539864495,0.002883851089569128,0.0001009318199873267,0.0023197677247746,0.1458870375772065,0.151616136718429,0.01859275353510753,0.004998974368301393,0.05687626816952862,0.04591571158079244,0.0
10,2016-01-11,0.0025905978246846158,0.0028989153569964274,0.00016101821774799603,0.0023354764954672466,0.22452944855733364,0.18378769205488454,0.023260789661380954,0.004998974368301393,0.031759376021671115,0.04940286224684365,0.0
11,2016-01-12,0.0025057416037225465,0.0024598224496139975,0.0011748960822994489,0.001983710106374806,0.22452944855733364,0.18378769205488454,0.019960602164443876,0.004998974368301393,0.048137250323042724,0.0572743755979741,0.0
12,2016-01-13,0.002061064061174636,0.0023454129118280088,0.00196111447611404,0.0018940898674933218,0.22452944855733364,0.18378769205488454,0.01378348466655864,0.004998974368301393,0.026595882697886375,0.03286632812134105,0.0
13,2016-01-14,0.0019973529791708633,0.0022742300387112915,0.00020817297479710129,0.0018391019231211517,0.2917684968922754,0.157449675458056,0.010529803114382424,0.004998974368301393,0.02711482675052801,0.04809685340184511,0.0
14,2016-01-15,0.0018923425732003986,0.0,0.0016840677393726816,0.0,0.2917684968922754,0.157449675458056,0.00536745030418477,0.004998974368301393,0.01569805759241094,0.021938539973103577,0.0
15,2016-01-16,0.0005340165305055492,0.0007999021118727297,0.0012389067595124383,0.000650255901673974,0.2917684968922754,0.157449675458056,0.006939877653056866,0.004998974368301393,0.01569805759241094,0.021938539973103577,0.0
16,2016-01-17,0.0005479764979981171,0.0006193770573154986,0.00022670976543110951,0.0005067135766515709,0.3301529522498771,0.22628871908635284,0.011249773087635199,0.004998974368301393,0.01569805759241094,0.021938539973103577,0.010204081632653062
17,2016-01-18,0.00045008338824777984,0.000787216359647111,0.00034925817323004725,0.0006458016873410657,0.3301529522498771,0.22628871908635284,0.014597392044954562,0.004998974368301393,0.01569805759241094,0.021938539973103577,0.010204081632653062
18,2016-01-19,0.0004372866649829596,0.0005452633836156313,0.00024694766173351766,0.0004520528975646126,0.3301529522498771,0.22628871908635284,0.009342576450311994,0.004998974368301393,0.02071105714092969,0.023807898944889327,0.010204081632653062
19,2016-01-20,0.001721670509363664,0.0019268997730051314,0.0012573612603401243,0.0015748999024087947,0.4469614359503357,0.2425338920384521,0.013053637710469843,0.004998974368301393,0.040384226176576,0.007129523694827444,0.010204081632653062
20,2016-01-21,0.001639893649067612,0.001583291391704461,0.0005372310240948556,0.0012989016784221048,0.4469614359503357,0.2425338920384521,0.008559807480641154,0.004998974368301393,0.024909314526800896,0.014886627459638868,0.010204081632653062
21,2016-01-22,0.0012133163442362097,0.0006260297423041402,0.0008503181058999949,0.0005257434365242061,0.4469614359503357,0.2425338920384521,0.01287612780631231,0.004998974368301393,0.0386872791244377,0.02899245967229347,0.010204081632653062
22,2016-01-23,0.0006704031917446809,0.0007983504511382168,0.00037412723191121607,0.0006687503458601383,0.13275201541670328,0.18117163749897292,0.016738927124868075,0.004998974368301393,0.0386872791244377,0.02899245967229347,0.010204081632653062
23,2016-01-24,0.0010447995187583357,0.0013319632250790026,0.0003549361698662848,0.0011048771697520048,0.13275201541670328,0.18117163749897292,0.01449113457666966,0.004998974368301393,0.0386872791244377,0.02899245967229347,0.0
